number,CRN,Course,Title,Instructor(s),Times,Credits
2018,10257,KINE 302 001,BIOMECHANICS,"Aparicio, Jaime A.",8:00AM - 9:15AM MW ,3
2019,15208,KINE 310 001,PSYC OF SPORT & EXERCISE,"Perkins Ball, Amanda M.",7:00PM - 9:30PM T ,3
2020,14357,KINE 311 003,MOTOR LEARNING,"Perkins Ball, Amanda M.",2:00PM - 3:15PM MW ,3
2021,10356,KINE 319 001,STATS FOR HEALTH PROFESSIONAL,"Rodriguez, Augusto X.",11:00AM - 12:15PM MW ,3
2022,15490,KINE 320 001,HUMAN PHYSIOLOGY LAB,"Kabiri, Laura S.",1:00PM - 1:50PM W ,1
2023,11757,KINE 321 003,EXERCISE PHYSIOLOGY,"Agha, Nadia H.",1:00PM - 2:15PM TR ,3
2024,15209,KINE 375 001,SPORTS MEDICINE INTERNSHIP,"Perkins Ball, Amanda M.", ,1 TO 3
2025,10360,KINE 375 002,SPORTS MEDICINE INTERNSHIP,"Rodriguez, Augusto X.", ,1 TO 3
2026,15210,KINE 375 003,SPORTS MEDICINE INTERNSHIP,"Agha, Nadia H.", ,1 TO 3
2027,12101,KINE 375 004,SPORTS MEDICINE INTERNSHIP,"Kabiri, Laura S.", ,1 TO 3
2028,11496,KINE 440 001,RESEARCH METHODS,"Rodriguez, Augusto X.",8:00AM - 9:15AM TR ,3
2029,15614,KINE 441 001,MUSCLE PHYSIOLOGY&PLASTICITY,"Gibson, Brian T.",10:50AM - 12:05PM TR ,3
2030,10263,KINE 495 001,INDEPENDENT RESEARCH,"Rodriguez, Augusto X.", ,1 TO 3
2031,11866,KINE 495 003,INDEPENDENT RESEARCH,"Kabiri, Laura S.", ,1 TO 3
2032,15491,KINE 498 001,SPECIAL TOPICS IN SPORTS MED,"Agha, Nadia H.",9:25AM - 10:40AM TR ,3
2033,10112,KINE 499 002,TEACHING PRACTICUM,"Rodriguez, Augusto X.", ,1 TO 3
2034,10113,KINE 499 003,TEACHING PRACTICUM,"Schell, Wendy E.", ,1 TO 3
2035,10363,KINE 499 004,TEACHING PRACTICUM,"Gibson, Brian T.", ,1 TO 3
2036,11180,KINE 499 006,TEACHING PRACTICUM,"Aparicio, Jaime A.", ,1 TO 3
2037,11741,KINE 499 009,TEACHING PRACTICUM,"Kabiri, Laura S.", ,1 TO 3
2038,14785,KINE 499 010,TEACHING PRACTICUM,"Furtado, Michael", ,1 TO 3
2039,15389,KORE 141 001,FIRST YEAR KOREAN I,"Oh, Eun Young",11:00AM - 11:50AM MWF ,3
2040,12872,KORE 141 002,FIRST YEAR KOREAN I,"Oh, Eun Young",1:00PM - 1:50PM MWF ,3
2041,13951,KORE 141 003,FIRST YEAR KOREAN I,"Oh, Eun Young",2:00PM - 2:50PM MWF ,3
2042,13952,KORE 263 001,SECOND YEAR KOREAN I,,9:00AM - 9:50AM MWF ,3
2043,15390,KORE 263 002,SECOND YEAR KOREAN I,,11:00AM - 11:50AM MWF ,3
2044,15391,KORE 401 001,CURRENT ISSUES IN KOREA,,10:00AM - 10:50AM MWF ,3
2045,14406,LALX 158 001,INTRO LATIN AMERICAN STUDIES,"Bruno, Sarah Esch, Sophie",1:00PM - 2:15PM TR ,3
2046,15431,LALX 238 001,LATINX GEN & SEXUALITY STUDIES,"Kelly, Carlos G.",2:30PM - 3:45PM TR ,3
2047,15631,LALX 332 001,U.S. LATINE MENTAL HEALTH,"Turi, Luziris P.",10:00AM - 10:50AM MWF ,3
2048,15348,LALX 350 001,"PIRATES, REBELS, NARCOS","Esch, Sophie",4:00PM - 5:15PM TR ,3
2049,11588,LATI 101 001,ELEMENTARY LATIN I,"Mackie, Hilary S.",1:00PM - 1:50PM MWF ,3
2050,10578,LATI 201 001,INTERMEDIATE LATIN I: PROSE,"Somerville, Ted",2:00PM - 2:50PM MWF ,3
2051,15660,LATI 310 001,ADVANCED LATIN LANG. AND LIT.,"Somerville, Ted",1:00PM - 1:50PM MWF ,3
2052,15349,LATI 491 001,DIRECTED READING,,,3
2053,15659,LATI 510 001,ADVANCED LATIN LANG. AND LIT.,"Somerville, Ted",1:00PM - 1:50PM MWF  ,3
2054,15130,LEAD 102 001,INTRO TO CIVIC LEADERSHIP,"Graham, Lindsay D.",1:00PM - 2:15PM TR ,3
2055,15572,LEAD 215 001,ASB LEADERSHIP,,2:00PM - 3:40PM F ,2
2056,14720,LEAD 260 003,ADVOCATING FOR CHANGE,"Vann, Elizabeth F.",9:25AM - 10:40AM TR ,3
2057,15571,LEAD 402 001,CIVIC LEADERSHIP CAPSTONE I,"Kinney, Morgan B.",3:00PM - 5:30PM W ,3
2058,12947,LING 200 003,INTRO TO STUDY OF LANGUAGE,"Crouch, Caroline Q.",9:25AM - 10:40AM TR  ,3
2059,14764,LING 205 001,LANGUAGE AND SOCIETY,"McCleary, Bryce E.",9:00AM - 9:50AM MWF  ,3
2060,15191,LING 216 001,WORDS IN ENGLISH,"Kemmer, Suzanne E.",2:00PM - 2:50PM MWF ,3
2061,11624,LING 300 001,LINGUISTIC ANALYSIS,"Englebretson, Robert E.",11:00AM - 11:50AM MWF ,3
2062,12780,LING 303 001,"LANGUAGE, GENDER & SEXUALITY","McCleary, Bryce E.",1:00PM - 1:50PM MWF  ,3
2063,15433,LING 305 001,HISTORICAL LINGUISTICS,"Crouch, Caroline Q.",2:30PM - 3:45PM TR  ,3
2064,15762,LING 327 001,RESEARCH ON BRAILLE,"Englebretson, Robert E.",3:00PM - 3:50PM MWF ,3
2065,15499,LING 336 001,INTRO TO INDO-EUROPEAN,"Somerville, Ted",9:25AM - 10:40AM TR ,3
2066,14030,LING 397 001,SPEECH AND HEARING SCIENCE,"Niedzielski, Nancy A.",1:00PM - 2:15PM TR  ,3
2067,11625,LING 401 001,ANALYSIS OF SOUND PATTERNS,"Crouch, Caroline Q.",10:50AM - 12:05PM TR  ,3
2068,14203,LING 480 002,INDEPENDENT STUDY,"McCleary, Bryce E.", ,1 TO 6
2069,15062,LING 480 003,INDEPENDENT STUDY,"Crouch, Caroline Q.", ,1 TO 6
2070,15763,LING 480 004,INDEPENDENT STUDY,"Englebretson, Robert E.", ,1 TO 6
2071,14033,LING 480 005,INDEPENDENT STUDY,"Kemmer, Suzanne E.", ,1 TO 6
2072,12175,LING 480 008,INDEPENDENT STUDY,"Niedzielski, Nancy A.", ,1 TO 6
2073,14204,LING 481 002,UNDERGRADUATE RESEARCH,"McCleary, Bryce E.", ,1 TO 6
2074,15063,LING 481 003,UNDERGRADUATE RESEARCH,"Crouch, Caroline Q.", ,1 TO 6
2075,15764,LING 481 004,UNDERGRADUATE RESEARCH,"Englebretson, Robert E.", ,1 TO 6
2076,14034,LING 481 005,UNDERGRADUATE RESEARCH,"Kemmer, Suzanne E.", ,1 TO 6
2077,10546,LING 481 008,UNDERGRADUATE RESEARCH,"Niedzielski, Nancy A.", ,1 TO 6
2078,14205,LING 482 002,HONORS PROJECT,"McCleary, Bryce E.", ,1 TO 4
2079,15064,LING 482 003,HONORS PROJECT,"Crouch, Caroline Q.", ,1 TO 4
2080,15765,LING 482 004,HONORS PROJECT,"Englebretson, Robert E.", ,1 TO 4
2081,14035,LING 482 005,HONORS PROJECT,"Kemmer, Suzanne E.", ,1 TO 4
2082,10547,LING 482 008,HONORS PROJECT,"Niedzielski, Nancy A.", ,1 TO 4
2083,13168,LPAP 100 001,INTRODUCTION TO TENNIS,"Gutierrez, Dexter",11:00AM - 11:50AM TR ,1
2084,13169,LPAP 101 003,STRETCH LAB,"Bobet, Jacqueline A.",5:00PM - 5:50PM MW ,1
2085,13577,LPAP 102 001,PENCAK SILAT,"Lewis, Kai-Johann",9:00AM - 9:50AM TR ,1
2086,14712,LPAP 105 001,SOFTBALL,"Watkins, Chris",2:30PM - 4:10PM R ,1
2087,15320,LPAP 106 001,GARDENING FOR WELLNESS,"Novak, Joseph R.",4:00PM - 5:40PM W ,1
2088,15321,LPAP 108 001,GYMNASTIC/BODYWEIGHT TRAINING,"Peron, Mike",1:00PM - 1:50PM TR ,1
2089,13170,LPAP 110 0F1,INTRODUCTION TO GOLF,"Barron, John C.",9:25AM - 10:15AM TR ,1
2090,13171,LPAP 110 0F2,INTRODUCTION TO GOLF,"Barron, John C.",9:00AM - 9:50AM MW ,1
2091,13172,LPAP 113 002,MENTAL TRAINING,"Oliveira, Marcia",6:30PM - 8:00PM W ,1
2092,13173,LPAP 118 001,INTRODUCTION TO TEAM SPORTS,"Watkins, Chris",3:00PM - 3:50PM MW ,1
2093,13699,LPAP 118 002,INTRODUCTION TO TEAM SPORTS,"Caspersen, Cara M.",2:30PM - 3:25PM TR ,1
2094,13174,LPAP 120 001,DISC GAMES,"Cortez, Kris",3:00PM - 4:40PM W ,1
2095,13175,LPAP 134 001,INDIAN DANCE,"Kumar, Rathna A.",11:00AM - 11:50AM MW ,1
2096,13176,LPAP 135 002,INTRODUCTION TO DANCE,"Bobet, Jacqueline A.",3:00PM - 3:50PM MW ,1
2097,15322,LPAP 138 001,INTRO TO SALSA/MAMBO & CHA CHA,"Banta, Jill B.",9:25AM - 10:15AM TR ,1
2098,15622,LPAP 138 002,INTRO TO SALSA/MAMBO & CHA CHA,"Banta, Jill B.",1:00PM - 1:50PM TR ,1
2099,14216,LPAP 144 001,COUNTRY WESTERN DANCE,"Banta, Jill B.",10:50AM - 11:40AM TR ,1
2100,13180,LPAP 157 001,JAZZ DANCE/HIP HOP,"Bobet, Jacqueline A.",4:00PM - 4:50PM MW ,1
2101,13181,LPAP 164 002,FITNESS SWIMMING,"Rodriguez, Jessica L.",1:00PM - 1:50PM MW ,1
2102,13698,LPAP 164 003,FITNESS SWIMMING,"Benoy, Jessica K.",11:00AM - 11:50AM TR ,1
2103,13183,LPAP 170 004,YOGA,"Buergermeister, Jennifer R.",4:00PM - 4:50PM TR ,1
2104,14298,LPAP 170 005,YOGA,"Lewis, Kai-Johann",10:00AM - 10:50AM TR ,1
2105,13184,LPAP 171 003,TAI CHI,"Wu, Chienli",7:00PM - 8:30PM W ,1
2106,13185,LPAP 171 004,TAI CHI,"Lewis, Kai-Johann",8:00AM - 8:50AM TR ,1
2107,14227,LPAP 172 001,INTRODUCTION TO FENCING,"Gorman, Dan",1:00PM - 1:50PM MW ,1
2108,15323,LPAP 172 002,INTRODUCTION TO FENCING,"Gorman, Dan",11:00AM - 11:50AM MW ,1
2109,13186,LPAP 175 001,INTRO TO MARTIAL ARTS,"Wu, Ernie",7:00PM - 8:30PM W ,1
2110,13187,LPAP 178 001,THE ART OF RELAXATION,"Buergermeister, Jennifer R.",5:00PM - 5:50PM TR ,1
2111,13188,LPAP 180 001,"WALK, JOG, RUN","Oliveira, Marcia",5:30PM - 6:20PM TR ,1
2112,13189,LPAP 181 001,PERSONAL FITNESS,"Oliveira, Marcia",6:30PM - 7:20PM TR ,1
2113,14228,LPAP 182 001,WEIGHT TRAINING,"Benoy, Jessica K.",9:25AM - 10:15AM TR ,1
2114,13191,LPAP 183 001,WEIGHT TRAINING & CONDITIONING,"VickKregel, Anatolia ",10:00AM - 10:50AM MW ,1
2115,13192,LPAP 186 003,PILATES,"Leach, Crissy",1:00PM - 1:50PM TR ,1
2116,13193,LPAP 186 004,PILATES,"Leach, Crissy",2:00PM - 2:50PM TR ,1
2117,13194,LPAP 190 0F1,INTRO TO OUTDOOR RECREATION,"Cortez, Kris",2:30PM - 4:10PM R ,1
2118,13196,LPAP 194 0F1,SCUBA,"Baber, Jim",6:30PM - 10:00PM W ,1
2119,11590,LPAP 195 001,CRITICAL THINKING IN SEXUALITY,"Foster, Kalli J.",4:00PM - 4:50PM W ,1
2120,11591,LPAP 195 003,CRITICAL THINKING IN SEXUALITY,"Smith, Nadelyn R.",4:00PM - 4:50PM R ,1
2121,15842,MACC 501 001,ETHICS IN ACCOUNTING,"Miles, Jonathan E.Butler, Lee Ann E.",9:45AM - 11:15AM TR 9:45AM - 11:15AM TR 9:45AM - 11:15AM TR  ,3
2122,15843,MACC 503 001,ACCTING & AUDITING REGULATION,"Akins, Brian K.",8:00AM - 5:00PM MTWRF  ,1.5
2123,15844,MACC 504 001,FINANCE FOR ACCOUNTANTS,"Xing, Yuhang",12:30PM - 2:00PM TR  ,1.5
2124,15845,MACC 511 001,ISSUES IN FIN REPORTING II,"Drakey, Kelly M.",9:45AM - 11:15AM MW 9:45AM - 11:15AM MW 9:45AM - 11:15AM MW 9:45AM - 11:15AM MW  ,3
2125,15846,MACC 512 001,FINANCIAL STATEMENT ANALYSIS,"Rountree, Brian R.",12:30PM - 2:00PM MW 12:30PM - 2:00PM MW 12:30PM - 2:00PM MW 12:30PM - 2:00PM MW  ,3
2126,15847,MACC 563 001,DATA ANALYTICS FOR ACCOUNTANTS,"Lenz, James E.",12:30PM - 2:00PM TR  ,1.5
2127,15848,MACC 571 001,FEDERAL TAXATION,"Evetts, Nancy",8:00AM - 9:30AM TR 8:00AM - 9:30AM TR 8:00AM - 9:30AM TR  ,3
2128,15849,MACC 592 001,FOUNDATIONS OF ACCOUNTING,"Balakrishnan, KarthikZeff, Stephen A.Rountree, Brian R.Ramesh, Kris",8:00AM - 5:00PM MTWRF  ,1.5
2129,11323,MATH 101 S01,SINGLE VARIABLE CALCULUS I,,9:00AM - 9:50AM MWF ,3
2130,14154,MATH 101 S02,SINGLE VARIABLE CALCULUS I,,10:00AM - 10:50AM MWF ,3
2131,10595,MATH 101 S03,SINGLE VARIABLE CALCULUS I,,11:00AM - 11:50AM MWF ,3
2132,14155,MATH 101 S04,SINGLE VARIABLE CALCULUS I,,11:00AM - 11:50AM MWF ,3
2133,12179,MATH 101 S05,SINGLE VARIABLE CALCULUS I,,1:00PM - 1:50PM MWF ,3
2134,11324,MATH 102 S01,SINGLE VARIABLE CALCULUS II,,9:00AM - 9:50AM MWF ,3
2135,10056,MATH 102 S03,SINGLE VARIABLE CALCULUS II,,11:00AM - 11:50AM MWF ,3
2136,11868,MATH 102 S04,SINGLE VARIABLE CALCULUS II,,10:00AM - 10:50AM MWF ,3
2137,11923,MATH 111 S01,CALCULUS: DIFFERENTIATION,"Orcan Ekmekci, Betul",9:25AM - 10:40AM TR ,3
2138,13653,MATH 211 S01,ORD DIFFERENTIAL EQUATIONS,,10:00AM - 10:50AM MWF ,3
2139,11630,MATH 211 S02,ORD DIFFERENTIAL EQUATIONS,,11:00AM - 11:50AM MWF ,3
2140,11631,MATH 211 S07,ORD DIFFERENTIAL EQUATIONS,,9:00AM - 9:50AM MWF ,3
2141,10057,MATH 212 S01,MULTIVARIABLE CALCULUS,,11:00AM - 11:50AM MWF ,3
2142,11354,MATH 212 S02,MULTIVARIABLE CALCULUS,,10:00AM - 10:50AM MWF ,3
2143,12180,MATH 212 S05,MULTIVARIABLE CALCULUS,,9:00AM - 9:50AM MWF ,3
2144,13652,MATH 212 S07,MULTIVARIABLE CALCULUS,,1:00PM - 1:50PM MWF ,3
2145,14156,MATH 212 S08,MULTIVARIABLE CALCULUS,,10:50AM - 12:05PM TR ,3
2146,12256,MATH 280 001,UG MATH TEACHING PRACTICUM,"Wang, Stephen S.", ,1 TO 3
2147,15324,MATH 290 001,MATHEMATICAL WRITING SEMINAR,"Wang, Stephen S.",9:25AM - 10:40AM TR ,1
2148,15325,MATH 290 002,MATHEMATICAL WRITING SEMINAR,"Wang, Stephen S.",10:50AM - 12:05PM TR ,1
2149,15326,MATH 300 001,TOPICS IN UNDERGRADUATE MATH,"Orcan Ekmekci, Betul",10:50AM - 12:05PM TR ,3
2150,15327,MATH 302 001,ELEMENTS OF ANALYSIS,,2:00PM - 2:50PM MWF ,3
2151,15510,MATH 304 001,ELEMENTS OF KNOT THEORY,"Joseph, Jason M.",1:00PM - 2:15PM TR ,3
2152,10059,MATH 321 001,INTRODUCTION TO ANALYSIS I,"Fisher, David",10:50AM - 12:05PM TR ,3
2153,14605,MATH 354 002,HONORS LINEAR ALGEBRA,"Varilly Alvarado, Anthony",10:00AM - 10:50AM MWF ,3
2154,10060,MATH 355 001,LINEAR ALGEBRA,"Levin, Brandon",10:00AM - 10:50AM MWF ,3
2155,13207,MATH 355 002,LINEAR ALGEBRA,"Le, Khanh",1:00PM - 1:50PM MWF ,3
2156,15328,MATH 355 003,LINEAR ALGEBRA,"Le, Khanh",2:00PM - 2:50PM MWF ,3
2157,12181,MATH 356 001,ABSTRACT ALGEBRA I,"Huang, Hongdi",10:00AM - 10:50AM MWF ,3
2158,15329,MATH 370 001,CALCULUS ON MANIFOLDS,"Semmes, Stephen",3:00PM - 3:50PM MWF ,3
2159,10061,MATH 381 001,INTRO PARTIAL DIFF EQUATIONS,"Li, Long",1:00PM - 1:50PM MWF ,3
2160,12745,MATH 423 001,PARTIAL DIFFERENTIAL EQNS I,"de Hoop, Maarten V.",1:00PM - 1:50PM MWF ,3
2161,10062,MATH 425 001,INTEGRATION THEORY,"Chambers, Gregory R.",1:00PM - 2:15PM TR ,3
2162,10063,MATH 444 001,GEOMETRIC TOPOLOGY,"Leininger, Christopher J.",10:50AM - 12:05PM TR ,3
2163,15548,MATH 452 001,RIEMANNIAN GEOMETRY,"Mantoulidis, Christos A.",9:25AM - 10:40AM TR ,3
2164,12587,MATH 463 002,ADVANCED ALGEBRA I,"Walton, Chelsea M.",9:00AM - 9:50AM MWF ,3
2165,14598,MATH 466 001,TOPICS IN ALGEBRA II,"Spitler, Ryan F.",10:00AM - 10:50AM MWF ,3
2166,13759,MATH 479 001,MATH UNDERGRADUATE RESEARCH,, ,1 TO 3
2167,10064,MATH 490 001,SUPERVISED READING,"Spitler, Ryan F.", ,1 TO 6
2168,10065,MATH 490 002,SUPERVISED READING,, ,1 TO 6
2169,10066,MATH 490 003,SUPERVISED READING,, ,1 TO 6
2170,11550,MATH 490 004,SUPERVISED READING,, ,1 TO 6
2171,13892,MATH 499 001,MATHEMATICAL SCIENCES,, ,2
2172,12746,MATH 513 001,PARTIAL DIFFERENTIAL EQNS I,"de Hoop, Maarten V.",1:00PM - 1:50PM MWF  ,3
2173,10302,MATH 515 001,INTEGRATION THEORY,"Chambers, Gregory R.",1:00PM - 2:15PM TR  ,3
2174,15330,MATH 523 001,FUNCTIONAL ANALYSIS,"Semmes, Stephen",1:00PM - 1:50PM MWF  ,3
2175,10303,MATH 539 001,GEOMETRIC TOPOLOGY,"Leininger, Christopher J.",10:50AM - 12:05PM TR  ,3
2176,14158,MATH 543 001,TOPICS IN L-D TOPOLOGY,"Castro, Nickolas A.",1:00PM - 1:50PM MWF  ,1 TO 3
2177,15549,MATH 552 001,RIEMANNIAN GEOMETRY,"Mantoulidis, Christos A.",9:25AM - 10:40AM TR  ,3
2178,12588,MATH 563 002,ADVANCED ALGEBRA I,"Walton, Chelsea M.",9:00AM - 9:50AM MWF  ,3
2179,14602,MATH 566 001,TOPICS IN ALGEBRA II,"Spitler, Ryan F.",10:00AM - 10:50AM MWF  ,3
2180,10067,MATH 590 001,CURRENT MATHEMATICS SEMINAR,"Joseph, Jason M.Semmes, StephenDomat, George",2:30PM - 3:29PM R ,1
2181,10068,MATH 591 001,GRADUATE TEACHING SEMINAR,"Wang, Stephen S.Orcan Ekmekci, BetulCastro, Nickolas A.",2:30PM - 3:29PM T ,1
2182,13583,MATH 680 002,MATHEMATICS COLLOQUIUM,"Ntekoume, Maria",4:00PM - 5:29PM R ,1
2183,13588,MATH 681 002,TOPOLOGY SEMINAR,"Harvey, Shelly L.Leininger, Christopher J.",4:00PM - 4:50PM M ,1
2184,13589,MATH 682 002,ALGEBRAIC GEOMETRY SEMINAR,"Varilly Alvarado, AnthonyWalton, Chelsea M.Levin, Brandon",3:00PM - 3:50PM W ,1
2185,13590,MATH 683 002,GEOMETRY SEMINAR,"Chambers, Gregory R.Nelson, JoMantoulidis, Christos A.",4:00PM - 5:29PM W  ,1
2186,15332,MATH 684 001,ANALYSIS SEMINAR,"Damanik, David T.Lukic, Milivoje",4:00PM - 5:29PM T ,1
2187,10405,MATH 690 001,SUPERVISED READING,"Lukic, Milivoje",  ,1 TO 6
2188,11169,MATH 690 002,SUPERVISED READING,"Varilly Alvarado, Anthony",  ,1 TO 6
2189,11170,MATH 690 003,SUPERVISED READING,"Damanik, David T.",  ,1 TO 6
2190,11193,MATH 690 004,SUPERVISED READING,"Nelson, Jo",  ,1 TO 6
2191,11194,MATH 690 005,SUPERVISED READING,,  ,1 TO 6
2192,11195,MATH 690 006,SUPERVISED READING,"Reid, Alan W.",  ,1 TO 6
2193,11506,MATH 690 007,SUPERVISED READING,,  ,1 TO 6
2194,11546,MATH 690 008,SUPERVISED READING,"Harvey, Shelly L.",  ,1 TO 6
2195,12819,MATH 690 009,SUPERVISED READING,"Chambers, Gregory R.",  ,1 TO 6
2196,13791,MATH 690 010,SUPERVISED READING,"Leininger, Christopher J.",  ,1 TO 6
2197,13796,MATH 690 011,SUPERVISED READING,"Walton, Chelsea M.",  ,1 TO 6
2198,10745,MATH 699 001,MATHEMATICAL SCIENCES,"Harvey, Shelly L.",4:00PM - 4:50PM F  ,1 TO 9
2199,10397,MATH 699 005,MATHEMATICAL SCIENCES,"Damanik, David T.",11:00AM - 11:50AM W  ,1 TO 9
2200,11543,MATH 699 006,MATHEMATICAL SCIENCES,"Varilly Alvarado, AnthonyWalton, Chelsea M.",3:00PM - 3:50PM W  ,1 TO 9
2201,10069,MATH 800 001,GRADUATE THESIS AND RESEARCH,"Harvey, Shelly L.",  ,1 TO 15
2202,11171,MATH 800 002,GRADUATE THESIS AND RESEARCH,"Nelson, Jo",  ,1 TO 15
2203,11172,MATH 800 003,GRADUATE THESIS AND RESEARCH,"Damanik, David T.",  ,1 TO 15
2204,11173,MATH 800 004,GRADUATE THESIS AND RESEARCH,"Leininger, Christopher J.",  ,1 TO 15
2205,11174,MATH 800 005,GRADUATE THESIS AND RESEARCH,"Wolf, Michael",  ,1 TO 15
2206,15333,MATH 800 006,GRADUATE THESIS AND RESEARCH,"Levin, Brandon",  ,1 TO 15
2207,11175,MATH 800 007,GRADUATE THESIS AND RESEARCH,"Varilly Alvarado, Anthony",  ,1 TO 15
2208,11507,MATH 800 008,GRADUATE THESIS AND RESEARCH,"Reid, Alan W.",  ,1 TO 15
2209,12025,MATH 800 009,GRADUATE THESIS AND RESEARCH,"Lukic, Milivoje",  ,1 TO 15
2210,12729,MATH 800 010,GRADUATE THESIS AND RESEARCH,"Walton, Chelsea M.",  ,1 TO 15
2211,15057,MATH 800 011,GRADUATE THESIS AND RESEARCH,"Fisher, David",  ,1 TO 15
2212,15334,MATH 800 012,GRADUATE THESIS AND RESEARCH,"Mantoulidis, Christos A.",  ,1 TO 15
2213,11665,MDEM 101 001,ELEMENTARY LATIN I,"Mackie, Hilary S.",1:00PM - 1:50PM MWF ,3
2214,15668,MDEM 120 001,MEDIEVAL CIVILIZATIONS,"Irish, Maya S.",11:00AM - 11:50AM MWF ,3
2215,10579,MDEM 211 001,INTERMEDIATE LATIN I: PROSE,"Somerville, Ted",2:00PM - 2:50PM MWF ,3
2216,15679,MDEM 271 001,MEDIEVAL POPULAR CHRISTIANITY,"Zaytseva, Arina",9:25AM - 10:40AM TR ,3
2217,11689,MDHM 201 001,INTRO TO MEDICAL HUMANITIES,"Alexander, Travis T.",1:00PM - 2:15PM TR ,3
2218,15529,MDHM 238 006,HUMAN HEALTH&PLANETARY DISEASE,"Alexander, Travis T.",4:00PM - 5:15PM TR ,3
2219,15644,MDHM 359 001,RESPONSIBLE AI FOR HEALTH,"Ostherr, Kirsten A.",10:50AM - 12:05PM TR ,3
2220,11690,MDHM 402 001,HHASS MED HUM PRACTICUM 1,"Mitchell, Beverly M.",5:00PM - 6:00PM W ,3
2221,11879,MDHM 430 001,HHASS 1-SEM MED HUM PRACTICUM,"Bailar, Melissa A.",5:00PM - 6:00PM W ,3
2222,11939,MECH 202 001,MECHANICS/STATICS,"Dugnani, Roberto",10:00AM - 10:50AM MWF ,3
2223,11937,MECH 202 002,MECHANICS/STATICS,"Dugnani, Roberto",11:00AM - 11:50AM MWF ,3
2224,11940,MECH 203 001,MECH ENG DESIGN TOOLS,"Trevas, David",10:50AM - 12:05PM TR ,3
2225,11941,MECH 203 002,MECH ENG DESIGN TOOLS,"Trevas, David",1:00PM - 2:15PM TR ,3
2226,11990,MECH 211 001,ENGINEERING MECHANICS,"Erazo Cruz, Kalil O.",11:00AM - 11:50AM MWF ,3
2227,11916,MECH 332 001,JUNIOR LABORATORY II,"Lillehoj, Peter B.",2:30PM - 5:30PM R ,1
2228,11976,MECH 332 004,JUNIOR LABORATORY II,"Lillehoj, Peter B.",2:30PM - 5:30PM T ,1
2229,10025,MECH 340 001,INDUSTRIAL PROCESS LAB,"Gesenhues, Joseph P.",2:45PM - 5:35PM M ,1
2230,11313,MECH 340 002,INDUSTRIAL PROCESS LAB,"Gesenhues, Joseph P.",2:30PM - 5:00PM T ,1
2231,11314,MECH 340 003,INDUSTRIAL PROCESS LAB,"Gesenhues, Joseph P.",2:45PM - 5:35PM W ,1
2232,11315,MECH 340 004,INDUSTRIAL PROCESS LAB,"Gesenhues, Joseph P.",2:30PM - 5:00PM R ,1
2233,12573,MECH 343 001,MODELING OF DYNAMIC SYSTEMS,"Dugnani, Roberto",9:00AM - 9:50AM MWF 1:00PM - 3:50PM M ,4
2234,14198,MECH 343 002,MODELING OF DYNAMIC SYSTEMS,"Dugnani, Roberto",9:00AM - 9:50AM MWF 6:30PM - 9:20PM M ,4
2235,14199,MECH 343 003,MODELING OF DYNAMIC SYSTEMS,"Dugnani, Roberto",9:00AM - 9:50AM MWF 2:30PM - 5:20PM R ,4
2236,14200,MECH 343 004,MODELING OF DYNAMIC SYSTEMS,"Dugnani, Roberto",9:00AM - 9:50AM MWF 1:00PM - 3:50PM F ,4
2237,10317,MECH 371 001,FLUID MECHANICS I,"Hassanzadeh, Pedram",10:00AM - 10:50AM MWF ,3
2238,12584,MECH 371 002,FLUID MECHANICS I,"Rodi, Patrick E.",10:00AM - 10:50AM MWF ,3
2239,15475,MECH 400 001,ADV MECHANICS OF MATERIALS,"Gong, Kai",2:00PM - 3:15PM MW ,3
2240,10026,MECH 407 001,CAPSTONE DESIGN PROJECT I,"Trevas, David",8:30AM - 9:50AM MWF ,4
2241,15335,MECH 411 001,DYNAMICS & CONTROL OF MECH SYS,"Ghorbel, Fathi H.",9:25AM - 10:40AM TR ,3
2242,10234,MECH 450 001,ALGORITHMIC ROBOTICS,"Kavraki, Lydia E.Elimelech, Khen",1:00PM - 2:15PM TR ,4
2243,11410,MECH 454 001,COMPUTATIONAL FLUID MECHANICS,"Tezduyar, Tayfun E.",9:25AM - 10:40AM TR ,3
2244,10597,MECH 472 001,THERMAL DESIGN,"Preston, Daniel J.",4:00PM - 5:15PM TR ,3
2245,15337,MECH 482 001,CONVECTIVE HEAT TRANSFER,"Bayazitoglu, Yildiz",1:00PM - 2:15PM TR ,3
2246,11946,MECH 484 001,MICRO THERMO & TRANSPORT,"Wehmeyer, Geoff",2:30PM - 3:45PM TR ,3
2247,10322,MECH 490 001,MECH ENG RESEARCH PROJECTS,"Tezduyar, Tayfun E.", ,1 TO 4
2248,11316,MECH 490 002,MECH ENG RESEARCH PROJECTS,"Brake, Matthew R.", ,1 TO 4
2249,11707,MECH 490 003,MECH ENG RESEARCH PROJECTS,, ,1 TO 4
2250,11724,MECH 490 004,MECH ENG RESEARCH PROJECTS,, ,1 TO 4
2251,11795,MECH 490 005,MECH ENG RESEARCH PROJECTS,, ,1 TO 4
2252,11847,MECH 490 006,MECH ENG RESEARCH PROJECTS,, ,1 TO 4
2253,11853,MECH 490 007,MECH ENG RESEARCH PROJECTS,, ,1 TO 4
2254,11981,MECH 490 008,MECH ENG RESEARCH PROJECTS,, ,1 TO 4
